Identificación,Número de Matrícula,Estado de la matrícula,nombre,Categoria de la Matrícula,Tipo de Sociedad,Tipo Organización,Cámara de Comercio,Fecha de Matrícula,Fecha de Vigencia,Fecha de Cancelación,Último año renovado,Fecha de renovación,Fecha de Actualización,Motivo Cancelación,Emprendimiento Social,Extinción de Dominio
NIT 890942176 - 9,61639012,Activa,"A. MOLINA URIBE Y POSADA ARIAS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/05/07,Indefinido,,2019,2019/03/29,2024/04/20,,,
NIT 901198719 - 5,62216412,Activa,"A LA DIESTRA S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/07/23,Indefinido,,2018,2018/07/23,2023/04/21,,,
NIT 901200913 - 6,62294412,Activa,"ASISTENCIA EMPRESARIAL A Y C S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/07/31,Indefinido,,2018,2018/07/31,2023/04/21,,,
NIT 901200981 - 7,62295512,Activa,"ESER RENT A CAR S.A.S ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/07/31,Indefinido,,2018,2018/07/31,2023/04/21,,,
NIT 901202716 - 0,62333112,Activa,"MULTISERVICIOS A+ S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/08/06,Indefinido,,2018,2018/08/06,2023/04/21,,,
NIT 901202962 - 6,62351012,Activa,"QUALITY RENT A CAR & AUTO SALES S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/08/06,Indefinido,,2018,2018/08/06,2023/04/21,,,
CEDULA DE CIUDADANIA,17251903,Activa,"J P B CONSTRUCTORES LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/10/01,1997/10/21,,1993,1993/04/14,2018/05/20,,,
NIT 800178903 - 0,17271003,Activa,REPRESENTACIONES JESUS ALONSO ZAMARRA B Y CIA LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/11/01,2002/10/27,,1998,,,,,
NIT 800181939 - 0,17346403,Activa,BASCULAS Y COMPRESORES DE COLOMBIA B C C CIA LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/12/01,2022/10/26,,1993,,,,,
NIT 800191006 - 4,17393103,Activa,"CONSTRUCCIONES J B LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1993/01/01,2002/12/23,,2003,2003/04/24,2018/08/11,,,
NIT 800138081 - 0,18657403,Activa,CONFECCIONES B Y J LIMITADA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1994/04/01,1996/07/23,,1997,,,,,
NIT 890933208 - 0,19775603,Activa,B Y B ASESORES EMPRESARIALES Y DE SEGUROS LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/03/01,2000/12/31,,1996,,,,,
CEDULA DE CIUDADANIA,19783703,Activa,"ELECTRICOS M B G LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/04/01,2005/03/14,,2000,2000/05/29,2018/05/20,,,
NIT 811000884 - 6,19871603,Activa,"COMERCIALIZADORA B & G LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/04/01,2015/04/20,,2006,2006/04/20,2019/06/01,,,
CEDULA DE CIUDADANIA,20067403,Activa,"INVERSIONES C L B LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/06/01,2000/06/08,,1996,1996/06/18,2018/05/20,,,
NIT 811002616 - 8,20371006,Activa,ADRIANA RESTREPO B E HIJOS Y CIA SCS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita simple,Medellin para antioquia,1995/09/01,2015/08/15,,1996,,,,,
NIT 811003155 - 0,20602903,Activa,V B PROPIEDAD RAIZ LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/11/01,2015/09/01,,1997,,,,,
NIT 811003654 - 2,20706503,Activa,"BEDOYA ZAPATA INGENIEROS CIVILES LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/01/18,2015/01/09,,2003,2003/02/19,2018/08/11,,,
NIT 811004785 - 3,20888903,Activa,B Y K ASESORIA EN COMPUTADORES LIMITADA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/03/06,2005/09/08,,1997,,,,,
CEDULA DE CIUDADANIA,20914703,Activa,"MOISES CADAVID VIDEO BROAD CAST PRODUCCIONES LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/03/01,2006/03/08,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21117503,Activa,"B Y R SUMINISTROS LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/05/01,2016/12/31,,1996,,2018/05/20,,,
SIN IDENTIFICACION,21127003,Activa,"G B ASESORES DE SEGUROS Y CIA LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/05/01,2016/04/22,,1998,1998/09/08,2018/05/20,,,
NIT 811007404 - 0,21872603,Activa,N B G LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/11/01,2016/08/13,,1999,,,,,
CEDULA DE CIUDADANIA,21996103,Activa,"B F PLOTTER LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/10/01,2020/12/31,,1996,,2018/05/20,,,
NIT 811016088 - 1,24816210,Activa,"EMPRESA ASOCIATIVA DE TRABAJO DE DABEIBA JUAN H WHITE B ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas asociativas de trabajo,Medellin para antioquia,1998/11/26,2008/09/27,,2003,2003/03/26,2018/08/11,,,
SIN IDENTIFICACION,24993204,Activa,"DISTRIBUIDORA DE FERROALEACIONES G. B. S.A. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1999/02/02,2097/11/06,,2002,2002/04/01,2018/08/11,,,
SIN IDENTIFICACION,25623809,Activa,"B. P. ASESORIAS EMPRESA UNIPERSONAL ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,1999/06/29,2004/05/28,,1999,1999/06/29,2022/04/07,,,
SIN IDENTIFICACION - 0,25832703,Activa,M D B Y CIA LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1999/08/25,2004/07/22,,1999,,,,,
SIN IDENTIFICACION - 0,26035306,Activa,BLANCA NIDIA SALAZAR B. Y CIA S.C.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita simple,Medellin para antioquia,1999/10/15,2009/05/05,,1999,,,,,
SIN IDENTIFICACION,28906009,Activa,"B Y P DISTRIBUCIONES E.U. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2001/09/25,2021/07/24,,2001,2001/09/25,2018/08/11,,,
NIT 811039531 - 0,31417006,Activa,"B. E. DUQUE Y CIA S. EN C. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad civil,Sociedad en comandita simple,Medellin para antioquia,2003/06/04,2033/05/06,,2003,2003/06/04,2019/04/11,,,
NIT 811039923 - 4,31505109,Activa,"BUILES LOPEZ INVERSIONES E.U. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2003/06/26,2023/06/24,,2005,2005/03/10,2019/06/01,,,
NIT 811040658 - 9,31687603,Activa,"O L M B LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2003/08/12,2023/07/31,,2005,2005/02/21,2019/06/01,,,
NIT 811041055 - 2,31785304,Activa,"H & B ACABADOS LIVIANOS S.A. ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,2003/09/05,2017/03/05,,2016,2016/03/29,2022/06/08,,,
NIT 811042140 - 5,32053803,Activa,"B Y G ASOCIADOS, ASESORES Y CONSULTORES GERENCIALES Y CIA LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2003/11/18,2013/06/18,,2009,2009/04/16,2019/06/01,,,
NIT 811045211 - 3,32959612,Activa,BEOWULF INTELLIGENT NET SOLUTIONS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2004/05/18,Indefinido,,2022,2022/04/02,2023/03/22,,,
SIN IDENTIFICACION 50000061942,61942,Activa,R M B P EU EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Monteria,2002/01/10,Indefinido,,0,,2020/11/27,NORMAL,,
NIT 812006255 - 4,64935,Activa,B O V COMUNICACIONES LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2002/09/24,2012/08/21,,0,,2020/11/26,NORMAL,,
NIT 812006603 - 4,65832,Activa,TRANSFORMADORES Y MOTORES B Y V INGENIERIA LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2003/01/10,2020/01/07,,0,,2020/11/22,NORMAL,,
NIT 900129487 - 3,86469,Activa,BASE DE INFORMACION Y DISTRIBUCION COMERCIAL DE COLOMBIA S.A. -B I C S.A. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Monteria,2007/01/29,2017/01/22,,2008,2008/04/21,2020/11/21,NORMAL,,
NIT 900358578 - 7,106612,Activa,TRAMITES O&B LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2010/06/18,2015/05/19,,0,,2020/11/21,NORMAL,,
NIT 900365339 - 2,107011,Activa,JADRES B. ASESORES E.U. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Monteria,2010/07/22,2030/06/22,,0,,2020/11/21,NORMAL,,
NIT 900521415 - 3,117727,Activa,M & B ASESORIAS INTEGRALES EN SALUD S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2012/04/26,Indefinido,,0,,2020/11/21,NORMAL,,
NIT 901104080 - 5,157666,Activa,GLOBAL PROJECTS B&O S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2017/08/08,Indefinido,,2022,2022/10/25,2023/07/19,NORMAL,,
NIT 901134483 - 8,159989,Activa,FULL SPORT B&S S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2017/11/23,Indefinido,,2017,2017/11/23,2022/05/19,NORMAL,,
NIT 901343557 - 0,176051,Activa,GRUPO B B C CONSTRUCTORES S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2019/11/26,Indefinido,,2019,2019/11/26,2024/05/03,NORMAL,,
NIT 901635484 - 5,201128,Activa,INVERSIONES DEL SINU B&G SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2022/09/19,Indefinido,,2022,2022/09/19,2022/09/21,NORMAL,,
NIT 901651635 - 8,202394,Activa,INVERSIONES LA BODEGA B&L S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2022/11/03,Indefinido,,2023,2023/05/11,2023/05/11,NORMAL,,
NIT 900747598 - 3,9000506229,Activa,ASOCIACION CAMPESINA DE SEVERA VOLVIENDO CRECER EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,"Corporaciones, asociaciones y fundaciones creadas para adelantar actividades en comunidades indígenas.",Monteria,2014/02/22,2033/01/21,,2017,2017/06/23,2022/05/19,NORMAL,,
SIN IDENTIFICACION 1278,72165,Activa,ORTIZ Y BARRERA LTDA. O Y B LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1995/07/21,2015/07/18,,0,,2020/11/21,NORMAL,,
NIT 901274415 - 7,64488012,Activa,B&S PRODUCCIONES S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/04/12,Indefinido,,2023,2023/03/10,2023/03/10,,,
NIT 901281425 - 1,64672812,Activa,"V & B INGENIEROS CONSTRUCCIONES Y CONSULTORIAS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/05/08,Indefinido,,2019,2019/05/08,2024/04/20,,,
NIT 901281513 - 1,64677912,Activa,"B KING ENTERTAINMENT MUSIC S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/05/08,Indefinido,,2019,2019/05/08,2024/04/20,,,
NIT 901282112 - 4,64691212,Activa,INMOBILIARIA PLAZA ESPINOZA & B S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/05/09,Indefinido,,2023,2023/03/28,2023/03/28,,,
NIT 901294456 - 4,65000512,Activa,AGROSERVICIOS LL&B S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/06/14,Indefinido,,2023,2023/06/14,2023/10/03,,,
NIT 901333866 - 9,66018712,Activa,B.A HOLDING GROUP S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/10/23,Indefinido,,2024,2024/02/26,2024/02/26,,,
NIT 901345820 - 2,66285812,Activa,J Y B INVERSIONES S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/12/04,2039/10/18,,2024,2024/04/16,2024/04/16,,,
NIT 901446141 - 3,68770712,Activa,CONSULTORES JURIDICOS BERAK B S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/01/19,Indefinido,,2021,2021/01/19,2023/09/08,,,
NIT 901446354 - 5,68775212,Activa,CANNABIS BUSINESS VIBES S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/01/19,Indefinido,,2022,2022/03/31,2023/01/01,,,
NIT 901502336 - 2,70184912,Activa,ACTUAR M&B S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/07/15,Indefinido,,2024,2024/04/19,2024/04/19,,,
NIT 901502527 - 2,70196512,Activa,B&S COMPANY S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/07/16,Indefinido,,2023,2023/03/31,2023/04/01,,,
NIT 901503207 - 5,70212412,Activa,GLOBAL INVERSIONES M&B S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/07/19,Indefinido,,2021,2021/07/19,2022/05/04,,,
NIT 901515264 - 7,70526112,Activa,R&B CLOUD EMPRESARIAL S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/08/27,Indefinido,,2023,2023/10/24,2023/10/24,,,
NIT 901534487 - 3,71066112,Activa,INSTALACIONES HIDROGAS B&M S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/10/26,Indefinido,,2023,2023/04/17,2023/04/17,,,
NIT 901544211 - 0,71294012,Activa,INVERSIONES B CANO S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/11/26,Indefinido,,2024,2024/04/12,2024/04/17,,,
NIT 901576418 - 5,72123412,Activa,B&CO. DIGITAL MARKETING S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/03/16,Indefinido,,2023,2023/04/11,2023/04/11,,,
NIT 901585896 - 0,72443012,Activa,GRUPO GESCO O&B S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/04/19,Indefinido,,2024,2024/02/13,2024/02/13,,,
NIT 901604885 - 2,72952012,Activa,COMPAÑIA DE INVERSIONES BURBANO RUIZ MULLER S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/06/15,Indefinido,,2023,2023/03/31,2023/04/01,,,
NIT 901608160 - 1,73048712,Activa,B&D GLOBAL MARKETING SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/06/24,Indefinido,,2024,2024/04/23,2024/04/25,,,
NIT 901623006 - 6,73453412,Activa,CONSTRUCCIONES ACABADOS BERTEL & BASILIO S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/08/12,Indefinido,,2024,2024/04/26,2024/04/26,,,
SIN IDENTIFICACION,74328612,Activa,C&B ABOGADOS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/11/29,Indefinido,,2022,2022/11/29,2022/11/30,,,
NIT 901147859 - 1,60696312,Activa,"B CONSULTING AT LAW, CORPORATE & INTELLECTUAL PROPERTY S.A.S.",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/01/22,Indefinido,,2021,2021/04/01,2021/05/15,,,
NIT 901148812 - 9,60723712,Activa,"CONSTRUCCIONES Y EXCAVACIONES M Y B S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/01/24,Indefinido,,2018,2018/01/24,2023/04/21,,,
NIT 901201993 - 1,62329212,Activa,"B & E FACHADAS Y ACABADOS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/08/02,Indefinido,,2018,2018/08/02,2023/04/21,,,
NIT 901254932 - 8,63878912,Activa,"A & B ESTRUCTURAS METALICAS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/02/14,Indefinido,,2019,2019/02/14,2024/04/20,,,
NIT 900584852 - 9,65710412,Activa,BUSINESS & LOGISTIC INTERNATIONAL S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/09/12,2028/01/04,,2021,2021/11/09,2021/11/09,,,
NIT 901341851 - 2,66195412,Activa,D&B IMPORTACIONES & CONSTRUCCIONES S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/11/19,Indefinido,,2021,2021/03/31,2021/05/15,,,
NIT 901452273 - 1,68891112,Activa,INVERSIONES E&B S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/02/02,Indefinido,,2021,2021/02/02,2021/05/14,,,
